OTU,G45057,G45068,G45071,G45075,G45092,G45099,G45108,G45117,G45123,G45226,G45227,G45250,Kingdom,Phylum,Class,Order,Family,Genus,Species
2694930,2,27,24,58,5,15,26,8,9,31,10,7,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Pontibacter, pudoricolor
388950,2,55,13,49,15,27,55,0,15,33,9,13,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Pontibacter, akesuensis
2086471,20,17,22,22,6,20,29,6,9,21,4,9,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Adhaeribacter, swui
2745197,8,21,9,37,8,16,33,15,16,63,5,36,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Adhaeribacter, sp. KUDC8001
2698458,8,45,13,128,13,6,26,10,38,70,17,20,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Nibribacter, sp. BT10
1379909,4,42,18,43,29,12,45,16,16,38,12,21,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Rufibacter, sp. DG15C
1379910,1,29,4,27,32,14,29,5,29,73,36,17,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Rufibacter, sp. DG31D
512763,2,49,18,59,2,10,33,11,12,6,13,28,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Rufibacter, tibetensis
280473,23,25,40,18,12,29,43,18,11,54,53,18,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Aquiflexum, balticum
2591634,8,28,18,67,38,11,20,2,14,22,21,29,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Echinicola, sp. LN3S3
390884,6,58,28,151,12,10,32,11,17,41,26,71,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Echinicola, vietnamensis
1795355,4,23,35,48,5,36,33,25,16,82,19,24,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Echinicola, strongylocentroti
1807691,3,24,13,73,3,17,45,48,9,73,29,30,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Echinicola, rosea
2772483,13,33,37,55,21,31,34,37,13,40,33,82,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Algoriphagus, sp. Y33
1727163,5,17,6,39,6,13,39,0,19,14,4,13,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Algoriphagus, sanaruensis
388413,2,15,21,46,35,11,13,6,19,20,19,29,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Algoriphagus, machipongonensis
104,11,17,11,9,4,5,19,23,13,23,18,11,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Cyclobacterium, marinum
320787,7,25,4,24,13,13,29,13,16,17,12,34,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Cyclobacterium, amurskyense
232259,4,20,10,19,22,6,21,2,10,88,39,75,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Belliella, baltica
1191459,24,23,27,176,17,29,38,26,13,34,36,14,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Flammeovirgaceae, Flammeovirga, sp. MY04
2494373,19,24,23,87,53,14,24,42,26,17,40,17,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Flammeovirgaceae, Flammeovirga, pectinis
1006,16,12,26,22,2,6,13,6,24,81,14,12,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Marivirgaceae, Marivirga, tractuosa
1267423,12,31,25,31,14,15,43,12,25,69,23,26,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Roseivirgaceae, Roseivirga, pacifica
999,7,14,16,24,6,31,19,1,14,67,14,14,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Bernardetiaceae, Bernardetia, litoralis
281120,4,9,6,4,3,2,3,1,5,4,4,2,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Amoebophilaceae, Candidatus Amoebophilus, asiaticus
247481,1,1,2,0,1,0,3,0,1,1,3,1,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Amoebophilaceae, Candidatus Cardinium, hertigii
2321403,2,89,27,66,15,14,42,33,15,26,8,34,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Fulvivirgaceae, Chryseolinea, soli
2605747,37,12,20,13,1,33,27,40,7,98,25,36,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, sp. CJ43
1727164,21,31,19,134,10,10,34,25,16,26,19,22,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, sp. PACM 27299
2714940,8,34,22,174,4,19,20,28,11,60,18,12,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, sp. HDW13
2766984,7,28,20,32,5,17,10,6,6,18,25,10,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, sp. SW-16
2789740,3,28,9,32,11,7,38,5,4,32,16,17,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, sp. JBR3-12
2578106,2,17,36,29,14,14,13,27,5,50,33,16,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, sp. KBS0701
2482728,2,9,23,93,6,6,22,2,10,16,6,6,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, sp. G11
2201271,2,32,84,149,23,18,37,24,11,54,19,19,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, sp. eg
332999,50,29,26,36,27,17,44,14,25,64,31,33,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, suwonensis
984,22,31,11,158,32,12,19,13,21,21,6,11,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, heparinus
430522,11,42,18,87,13,27,15,8,61,54,19,39,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, steynii
188932,11,22,59,52,26,18,67,19,44,55,29,28,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, cryoconitis
363852,5,25,23,36,10,11,45,4,43,53,26,19,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, ginsengisoli
336820,1,26,22,74,19,5,29,1,37,27,38,86,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, roseus
2027860,48,92,45,155,14,58,117,68,35,85,40,152,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, rubeus
1300914,10,39,10,32,9,21,30,21,10,15,25,11,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, sp. PAMC 26640
2728022,7,13,15,82,5,16,31,7,17,21,24,18,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, sp. F39-2
2703789,5,47,21,10,3,7,35,2,11,35,24,29,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, sp. 14171R-50
2305508,5,39,14,22,13,50,11,15,8,42,5,18,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, sp. HYN0043
2740462,1,56,41,110,15,28,62,46,35,11,19,41,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, sp. G2-14
398053,28,22,17,80,8,4,24,14,35,41,10,5,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, ginsenosidivorans
862126,19,49,36,101,21,59,48,7,32,95,8,40,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, ginsenosidivorax
423351,19,68,49,47,15,19,62,19,20,34,31,76,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, paludis
1234841,11,21,23,49,10,18,34,15,19,74,18,23,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, xinganensis
1550579,2,11,31,109,16,19,40,12,17,47,8,31,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, gotjawali
652787,2,41,12,45,5,33,32,42,21,29,22,35,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, mallensis
2557994,11,16,22,55,12,13,38,13,8,54,29,22,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, sp. CZ-2
2713573,8,63,55,116,17,22,53,20,33,89,45,30,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, sp. DR205
1538644,6,18,27,36,11,20,34,34,11,35,28,29,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, sp. ML3W
2003121,10,10,3,33,7,0,6,0,30,31,27,7,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, sp. G1-14
743722,38,25,60,25,60,26,85,19,19,99,13,17,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, sp. 21
371142,25,18,29,36,6,22,39,0,40,63,16,22,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, daejeonense
561061,10,15,10,15,2,9,23,1,30,9,25,7,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, psychroaquaticum
28454,19,34,28,105,90,10,42,44,3,59,0,12,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, multivorum
259,9,38,56,120,29,22,63,8,119,69,30,32,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, thalpophilum
797291,5,22,40,107,10,16,39,36,20,20,22,38,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, lactis
649196,1,11,28,77,16,23,42,38,68,40,38,35,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, hotanense
1010,1,49,23,89,10,17,30,9,37,10,15,6,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, mizutaii
995,30,13,40,65,5,30,26,35,41,97,50,53,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Solitalea, canadensis
151895,24,23,17,72,10,14,43,22,37,108,53,44,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pseudopedobacter, saltans
496056,4,50,14,130,19,28,23,46,16,20,12,21,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Anseongella, ginsenosidimutans
2764720,1,32,20,55,14,12,27,26,26,28,44,13,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Olivibacter, sp. SDN3
2604421,30,76,64,90,41,82,69,50,73,80,37,41,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Chitinophaga, sp. XS-30
2033437,21,44,44,82,36,37,41,20,53,74,43,22,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Chitinophaga, sp. MD30
2703787,13,42,51,118,33,32,70,27,21,125,50,31,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Chitinophaga, sp. H33E-04
2725416,23,19,56,31,29,15,0,0,10,11,0,8,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Chitinophaga, sp. 1310
79329,8,119,45,227,28,62,86,73,62,104,65,52,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Chitinophaga, pinensis
2029983,1,33,12,57,8,6,51,0,9,46,15,7,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Chitinophaga, caeni
354356,28,34,40,130,67,40,45,61,36,55,27,25,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Niastella, koreensis
1813871,24,46,24,61,11,18,27,5,15,61,25,52,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Panacibacter, ginsenosidivorans
661488,22,71,29,80,15,22,39,3,44,63,41,30,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Pseudobacter, ginsenosidimutans
2545455,7,17,11,41,6,5,14,5,7,14,19,28,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Arachidicoccus, sp. B3-10
1850526,4,44,46,12,14,14,67,3,14,28,13,18,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Arachidicoccus, sp. BS20
2341117,6,37,15,70,4,39,47,43,2,1,7,33,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Arachidicoccus, soli
2676868,14,37,25,57,7,34,22,4,30,17,12,10,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Flavihumibacter, sp. SB-02
661481,7,25,17,75,56,16,34,49,11,16,12,12,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Flavisolibacter, ginsenosidimutans
1492898,4,25,11,21,42,11,37,2,9,31,22,22,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Flavisolibacter, tropicus
2502779,2,23,13,51,19,15,40,4,27,7,22,33,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Flavisolibacter, sp. 17J28-1
2315862,11,33,26,93,58,18,51,22,9,47,13,26,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Paraflavitalea, soli
1176587,4,22,19,67,19,31,25,84,17,16,20,47,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Niabella, ginsenosidivorans
446683,1,16,20,79,0,7,64,8,69,31,24,69,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Niabella, soli
2760713,5,40,26,41,7,18,36,12,17,43,22,35,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Lacibacter, sp. S13-6-6
477680,3,44,22,116,13,21,52,12,26,60,30,59,Bacteria, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Filimonas, lacunae
2350,2,29,10,98,28,11,54,38,26,63,17,43,Bacteria, Bacteroidetes, Saprospiria, Saprospirales, Haliscomenobacteraceae, Haliscomenobacter, hydrossis
29549,1,118,10,50,30,35,84,18,23,21,55,40,Bacteria, Bacteroidetes, Chitinophagia, Bacteroidetes Order II. Incertae sedis, Rhodothermaceae, Rhodothermus, marinus
1868325,12,37,6,31,15,8,45,2,19,9,36,54,Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Prosthecochloris, sp. CIB 2401
281093,11,17,13,10,5,37,27,1,22,41,31,30,Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Prosthecochloris, sp. GSB1
1102,1,41,2,8,3,10,9,3,6,17,18,17,Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Prosthecochloris, aestuarii
34090,6,14,10,12,7,13,25,1,19,65,17,30,Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Pelodictyon, phaeoclathratiforme
1100,2,71,14,21,15,15,40,2,23,18,49,29,Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Pelodictyon, luteolum
1092,4,59,26,37,8,17,44,17,24,31,39,53,Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chlorobium, limicola
1096,1,50,49,35,35,27,45,36,32,57,53,32,Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chlorobium, phaeobacteroides
1094,1,24,10,29,33,9,25,2,29,38,47,35,Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chlorobium, phaeovibrioides
100716,10,34,17,13,8,22,23,26,20,32,27,17,Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chloroherpeton, thalassium
274537,5,31,34,35,12,9,48,3,26,10,27,72,Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chlorobaculum, limnaeum
1134405,10,29,26,68,24,33,46,18,52,60,18,115,Bacteria, Ignavibacteriae, Ignavibacteria, Ignavibacteriales, Melioribacteraceae, Melioribacter, roseus
591197,4,25,15,24,10,23,36,1,13,174,54,35,Bacteria, Ignavibacteriae, Ignavibacteria, Ignavibacteriales, Ignavibacteriaceae, Ignavibacterium, album
1457365,1,34,19,32,8,13,30,19,14,14,11,20,Bacteria, Balneolaeota, , , , Candidatus Cyclonatronum, proteinivorum
456827,21,15,15,43,4,26,24,15,23,95,42,31,Bacteria, Candidatus Cloacimonetes, , , , Candidatus Cloacimonas, acidaminovorans
833,14,115,70,34,32,38,55,23,45,83,68,90,Bacteria, Fibrobacteres, Fibrobacteria, Fibrobacterales, Fibrobacteraceae, Fibrobacter, succinogenes
2732249,2,25,12,11,6,5,34,4,15,18,8,14,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatimonas, sp. TET16
861299,1,108,17,17,28,21,70,24,40,33,35,24,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatirosa, kalamazoonesis
853,488307,373678,1155153,684003,313121,1499758,305406,437711,1200022,445092,1002977,816280,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Faecalibacterium, prausnitzii
292800,57008,28230,17598,11792,65924,206406,40720,60040,66203,75614,148745,70704,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Flavonifractor, plautii
1550024,6804,22946,15140,8029,11743,36458,14108,9306,31356,11411,22253,12944,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruthenibacterium, lactatiformans
1160721,241,3104,12551,1159,22363,2064,211191,194,3974,45399,279356,40926,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcus, bicirculans
2564099,116,4320,2132,1665,1057,2985,922,138,647,9482,719,3629,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcus, sp. JE7A12
1264,107,749,1006,477,468,594,1032,127,3180,1906,658,2017,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcus, albus
1161942,85,2169,1130,526,718,1503,3908,211,2147,1760,946,3334,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcus, champanellensis
1796620,303,1987,1518,719,1115,4585,1272,974,2544,1700,2603,1772,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Acutalibacter, muris
2721621,97,1157,513,314,470,864,500,197,932,1013,832,826,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Caproiciproducens, sp. 7D4C2
2507162,61,946,548,274,271,716,493,128,679,676,594,519,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Caproiciproducens, sp. NJN-50
253239,71,945,402,293,187,841,499,148,810,534,417,702,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ethanoligenens, harbinense
33038,99104,13950,46412,43055,14963,73322,13264,75972,90900,94991,99104,34258,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Mediterraneibacter, [Ruminococcus] gnavus
208479,48190,13981,91095,10745,23217,157957,13415,31743,43069,45869,18303,48726,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Enterocloster, bolteae
1531,13522,9429,58058,21362,18073,51889,7970,14422,38725,112741,20268,18896,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Enterocloster, clostridioformis
2479767,31762,54976,40606,16802,31459,37062,57635,13152,38078,141441,215755,206700,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, sp. SC05B48
2779518,815,1538,3193,1227,1903,2621,1285,459,1961,7890,3907,4426,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, sp. LZLJ-3
1796616,3763,0,6853,3751,3598,5708,3074,1805,5166,19503,11166,11942,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, sp. YL58
1912897,12316,4271,6438,5350,4354,18954,3591,3545,7449,19684,13570,14842,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, argi
33035,5722,10268,11699,3925,4695,10260,3984,6970,10372,28295,24165,16264,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, producta
1322,5988,5055,7043,3089,6006,9784,4141,1655,6985,22609,12499,8323,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, hansenii
1229621,31324,1292,1478,1284,1769,3506,1306,943,2008,2964,2615,3085,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Anaerostipes, rhamnosivorans
649756,4184,39538,134339,145995,40853,107873,69224,38315,185305,230768,316102,167911,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Anaerostipes, hadrus
105841,538,732,2963,1665,2537,3911,583,1661,1209,9513,3506,2490,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Anaerostipes, caccae
1834196,16673,4867,23606,4030,7371,27196,3606,4269,9293,24317,11204,11815,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium, sp. YL32
29347,4632,6930,14433,3853,10536,7990,4303,2880,9416,29134,16438,18022,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium, [Clostridium] scindens
1871021,2216,6359,6734,4269,4626,6455,2472,4584,7440,10409,9436,11626,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium, phocaeense
89153,832,1206,1739,1130,1091,1289,1029,599,2099,4638,5134,2877,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium, [Clostridium] hylemonae
66219,525,583,871,698,839,614,755,348,1133,3131,1576,2133,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium, phytofermentans
166486,6992,41537,30567,47422,55962,14921,44052,6296,584954,150168,73509,471850,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Roseburia, intestinalis
301301,6947,21446,19845,53991,31301,13270,31443,4645,74820,97370,35978,126288,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Roseburia, hominis
39488,13353,37618,14894,21062,22199,28414,15791,4717,20894,80435,96291,63616,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Anaerobutyricum, hallii
39485,3759,80810,9688,74837,45599,3867,25124,706,33853,183821,30917,65153,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospira, eligens
84030,1385,1143,2731,1366,1436,1898,998,3182,14426,5683,2921,5404,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lacrimispora, saccharolytica
29370,1278,836,2433,1252,1651,1925,804,941,2135,5061,3010,2478,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lacrimispora, sphenoides
2696063,611,524,1156,939,752,718,614,362,1328,4453,1498,1819,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Anaerocolumna, sp. CBA3638
2736602,572,574,1054,920,1067,629,644,330,1367,3326,1835,2198,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Anaerocolumna, sp. CTTW
433286,627,547,1045,758,829,815,643,278,1114,3878,1669,1887,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Anaerocolumna, cellulosilytica
831,634,1050,1279,1315,1355,947,1341,387,2306,4317,1869,4959,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Butyrivibrio, fibrisolvens
43305,525,921,775,1017,1233,737,1127,293,2010,4065,1745,4305,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Butyrivibrio, proteoclasticus
185008,350,992,709,1092,1007,550,1283,242,1815,4129,1522,5205,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Butyrivibrio, hungatei
185007,552,1366,1234,1748,2029,657,2867,335,4169,5948,2779,11473,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Pseudobutyrivibrio, xylanivorans
617123,372,797,912,698,851,1512,811,250,1117,2878,1149,2666,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoanaerobaculum, umeaense
2497860,132,133,175,230,199,171,190,118,401,849,350,673,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Cellulosilyticum, sp. WCF-2
29360,80,169,106,91,53,61,130,28,279,431,144,244,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Cellulosilyticum, lentocellum
1679721,205,344,530,470,485,344,360,142,742,2282,853,1235,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Herbinix, luporum
28446,167,361,363,324,369,389,226,113,521,1190,405,560,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Anaerotignum, propionicum
1297617,13721,32110,8388,6568,28432,124271,25961,8845,23960,12513,17053,9522,Bacteria, Firmicutes, Clostridia, Clostridiales, Oscillospiraceae, Intestinimonas, butyriciproducens
2086584,3514,5576,6235,11448,21587,12877,5004,3553,10615,35856,25482,16729,Bacteria, Firmicutes, Clostridia, Clostridiales, Oscillospiraceae, Massilistercora, timonensis
2610895,1487,5326,4393,1942,3625,24002,5005,6813,14599,2664,11944,7025,Bacteria, Firmicutes, Clostridia, Clostridiales, Oscillospiraceae, Flintibacter, sp. KGMB00164
2507160,146,217,356,224,222,252,203,236,276,572,316,856,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiales Family XIII. Incertae Sedis, Aminipila, sp. JN-18
2697030,95,141,136,122,185,162,118,43,243,801,260,276,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiales Family XIII. Incertae Sedis, Aminipila, sp. CBA3637
433296,68,149,109,110,97,241,168,63,214,451,218,174,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiales Family XIII. Incertae Sedis, Aminipila, butyrica
114527,66,105,72,75,139,114,92,13,112,358,515,272,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiales Family XIII. Incertae Sedis, Mogibacterium, diversum
